Line#,Date,"Solar Radiation (S-LIB 10455351:10444880-1), W/m^2, Pyranometer 1","Temperature (S-TMB 10455351:10138775-1), *C","Current (91-U30-CVIA 10455351:10417917-2), mA","Voltage (91-U30-CVIA 10455351:10417917-1), V","Battery (U30 BATTERY 10455351:10455351-B), V"
893,06/13/14 02:42:00,1,,0.000,-0.199,4.35
894,06/13/14 02:43:00,1,,0.000,-0.199,4.35
895,06/13/14 02:44:00,1,,0.000,-0.199,4.35
896,06/13/14 02:45:00,1,,0.000,-0.199,4.35
897,06/13/14 02:46:00,1,,0.000,-0.199,4.25
898,06/13/14 02:47:00,1,,0.000,-0.199,4.33
899,06/13/14 02:48:00,1,,0.000,-0.199,4.34
900,06/13/14 02:49:00,1,,0.000,-0.199,4.34
901,06/13/14 02:50:00,1,,0.000,-0.199,4.34
902,06/13/14 02:51:00,1,,0.000,-0.199,4.34
903,06/13/14 02:52:00,1,,0.000,-0.199,4.35
904,06/13/14 02:53:00,1,,0.000,-0.199,4.35
905,06/13/14 02:54:00,1,,0.000,-0.199,4.35
906,06/13/14 02:55:00,1,,0.000,-0.199,4.35
907,06/13/14 02:56:00,1,,0.000,-0.199,4.35
908,06/13/14 02:57:00,1,,0.000,-0.199,4.33
909,06/13/14 02:58:00,1,,0.000,-0.199,4.33
910,06/13/14 02:59:00,1,,0.000,-0.199,4.34
911,06/13/14 03:00:00,1,,0.000,-0.199,4.34
912,06/13/14 03:01:00,1,,0.000,-0.199,4.34
913,06/13/14 03:02:00,1,,0.000,-0.199,4.34
914,06/13/14 03:03:00,1,,0.000,-0.199,4.34
915,06/13/14 03:04:00,1,,0.000,-0.199,4.35
916,06/13/14 03:05:00,1,,0.000,-0.199,4.35
917,06/13/14 03:06:00,1,,0.000,-0.199,4.35
918,06/13/14 03:07:00,1,,0.000,-0.199,4.32
919,06/13/14 03:08:00,1,,0.000,-0.199,4.33
920,06/13/14 03:09:00,1,,0.000,-0.199,4.33
921,06/13/14 03:10:00,1,,0.000,-0.199,4.34
922,06/13/14 03:11:00,1,,0.000,-0.199,4.34
923,06/13/14 03:12:00,1,,0.000,-0.199,4.34
924,06/13/14 03:13:00,1,,0.000,-0.199,4.34
925,06/13/14 03:14:00,1,,0.000,-0.199,4.34
926,06/13/14 03:15:00,1,,0.000,-0.199,4.35
927,06/13/14 03:16:00,1,,0.000,-0.199,4.35
928,06/13/14 03:17:00,1,,0.000,-0.199,4.34
929,06/13/14 03:18:00,1,,0.000,-0.199,4.33
930,06/13/14 03:19:00,1,,0.000,-0.199,4.33
931,06/13/14 03:20:00,1,,0.000,-0.199,4.33
932,06/13/14 03:21:00,1,,0.000,-0.199,4.34
933,06/13/14 03:22:00,1,,0.000,-0.199,4.34
934,06/13/14 03:23:00,1,,0.000,-0.199,4.34
935,06/13/14 03:24:00,1,,0.000,-0.199,4.34
936,06/13/14 03:25:00,1,,0.000,-0.199,4.34
937,06/13/14 03:26:00,1,,0.000,-0.199,4.34
938,06/13/14 03:27:00,1,,0.000,-0.199,4.35
939,06/13/14 03:28:00,1,,0.000,-0.199,4.32
940,06/13/14 03:29:00,1,,0.000,-0.199,4.33
941,06/13/14 03:30:00,1,,0.000,-0.199,4.33
942,06/13/14 03:31:00,1,,0.000,-0.199,4.33
943,06/13/14 03:32:00,1,,0.000,-0.199,4.34
944,06/13/14 03:33:00,1,,0.000,-0.199,4.34
945,06/13/14 03:34:00,1,,0.000,-0.199,4.34
946,06/13/14 03:35:00,1,,0.000,-0.199,4.34
947,06/13/14 03:36:00,1,,0.000,-0.199,4.34
948,06/13/14 03:37:00,1,,0.000,-0.199,4.34
949,06/13/14 03:38:00,1,,0.000,-0.199,4.25
950,06/13/14 03:39:00,1,,0.000,-0.199,4.32
951,06/13/14 03:40:00,1,,0.000,-0.199,4.33
952,06/13/14 03:41:00,1,,0.000,-0.199,4.33
953,06/13/14 03:42:00,1,,0.000,-0.199,4.33
954,06/13/14 03:43:00,1,,0.000,-0.199,4.34
955,06/13/14 03:44:00,1,,0.000,-0.199,4.34
956,06/13/14 03:45:00,1,,0.000,-0.199,4.34
957,06/13/14 03:46:00,1,,0.000,-0.199,4.34
958,06/13/14 03:47:00,1,,0.000,-0.199,4.34
959,06/13/14 03:48:00,1,,0.000,-0.199,4.35
960,06/13/14 03:49:00,1,,0.000,-0.199,4.32
961,06/13/14 03:50:00,1,,0.000,-0.199,4.33
962,06/13/14 03:51:00,1,,0.000,-0.199,4.33
963,06/13/14 03:52:00,1,,0.000,-0.199,4.35
964,06/13/14 03:53:00,1,,0.000,-0.199,4.34
965,06/13/14 03:54:00,1,,0.000,-0.199,4.34
966,06/13/14 03:55:00,1,,0.000,-0.199,4.34
967,06/13/14 03:56:00,1,,0.000,-0.199,4.34
968,06/13/14 03:57:00,1,,0.000,-0.199,4.34
969,06/13/14 03:58:00,1,,0.000,-0.199,4.34
970,06/13/14 03:59:00,1,,0.000,-0.199,4.34
971,06/13/14 04:00:00,1,,0.000,-0.199,4.32
972,06/13/14 04:01:00,1,,0.000,-0.199,4.33
973,06/13/14 04:02:00,1,,0.000,-0.199,4.33
974,06/13/14 04:03:00,1,,0.000,-0.199,4.33
975,06/13/14 04:04:00,1,,0.000,-0.199,4.34
976,06/13/14 04:05:00,1,,0.000,-0.199,4.34
977,06/13/14 04:06:00,1,,0.000,-0.199,4.34
978,06/13/14 04:07:00,1,,0.000,-0.199,4.34
979,06/13/14 04:08:00,1,,0.000,-0.199,4.34
980,06/13/14 04:09:00,1,,0.000,-0.199,4.34
981,06/13/14 04:10:00,1,,0.000,-0.199,4.32
982,06/13/14 04:11:00,1,,0.000,-0.199,4.32
983,06/13/14 04:12:00,1,,0.000,-0.199,4.33
984,06/13/14 04:13:00,1,,0.000,-0.199,4.33
985,06/13/14 04:14:00,1,,0.000,-0.199,4.33
986,06/13/14 04:15:00,1,,0.000,-0.199,4.33
987,06/13/14 04:16:00,1,,0.000,-0.199,4.34
988,06/13/14 04:17:00,1,,0.000,-0.199,4.34
989,06/13/14 04:18:00,1,,0.000,-0.199,4.34
990,06/13/14 04:19:00,1,,0.000,-0.199,4.34
991,06/13/14 04:20:00,1,,0.000,-0.199,4.25
992,06/13/14 04:21:00,1,,0.000,-0.199,4.32
993,06/13/14 04:22:00,1,,0.000,-0.199,4.32
994,06/13/14 04:23:00,1,,0.000,-0.199,4.33
995,06/13/14 04:24:00,1,,0.000,-0.199,4.33
996,06/13/14 04:25:00,1,,0.000,-0.199,4.33
997,06/13/14 04:26:00,1,,0.000,-0.199,4.33
998,06/13/14 04:27:00,1,,0.000,-0.199,4.34
999,06/13/14 04:28:00,1,,0.000,-0.199,4.34
1000,06/13/14 04:29:00,1,,0.000,-0.199,4.34
1001,06/13/14 04:30:00,1,,0.000,-0.199,4.34
1002,06/13/14 04:31:00,1,,0.000,-0.199,4.33
1003,06/13/14 04:32:00,1,,0.000,-0.199,4.32
1004,06/13/14 04:33:00,1,,0.000,-0.199,4.32
1005,06/13/14 04:34:00,1,,0.000,-0.199,4.33
1006,06/13/14 04:35:00,1,,0.000,-0.199,4.33
1007,06/13/14 04:36:00,1,,0.000,-0.199,4.33
1008,06/13/14 04:37:00,1,,0.000,-0.199,4.33
1009,06/13/14 04:38:00,1,,0.000,-0.199,4.34
1010,06/13/14 04:39:00,1,,0.000,-0.199,4.34
1011,06/13/14 04:40:00,1,,0.000,-0.199,4.34
1012,06/13/14 04:41:00,1,,0.000,-0.199,4.34
1013,06/13/14 04:42:00,1,,0.000,-0.199,4.31
1014,06/13/14 04:43:00,1,,0.000,-0.199,4.32
1015,06/13/14 04:44:00,1,,0.000,-0.199,4.32
1016,06/13/14 04:45:00,1,,0.000,-0.199,4.33
1017,06/13/14 04:46:00,1,,0.000,-0.199,4.33
1018,06/13/14 04:47:00,1,,0.000,-0.199,4.33
1019,06/13/14 04:48:00,1,,0.000,-0.199,4.33
1020,06/13/14 04:49:00,1,,0.000,-0.199,4.34
1021,06/13/14 04:50:00,1,,0.000,-0.199,4.34
1022,06/13/14 04:51:00,1,,0.000,-0.199,4.34
1023,06/13/14 04:52:00,1,,0.000,-0.199,4.25
1024,06/13/14 04:53:00,1,,0.000,-0.199,4.30
1025,06/13/14 04:54:00,1,,0.000,-0.199,4.32
1026,06/13/14 04:55:00,1,,0.000,-0.199,4.32
1027,06/13/14 04:56:00,1,,0.000,-0.199,4.32
1028,06/13/14 04:57:00,1,,0.000,-0.199,4.32
1029,06/13/14 04:58:00,1,,0.000,-0.199,4.33
1030,06/13/14 04:59:00,1,,0.000,-0.199,4.33
1031,06/13/14 05:00:00,1,,0.000,-0.199,4.33
1032,06/13/14 05:01:00,1,,0.000,-0.199,4.33
1033,06/13/14 05:02:00,1,,0.000,-0.199,4.34
1034,06/13/14 05:03:00,1,,0.000,-0.199,4.33
1035,06/13/14 05:04:00,1,,0.000,-0.199,4.32
1036,06/13/14 05:05:00,1,,0.000,-0.199,4.32
1037,06/13/14 05:06:00,1,,0.000,-0.199,4.32
1038,06/13/14 05:07:00,1,,0.000,-0.199,4.33
1039,06/13/14 05:08:00,1,,0.000,-0.199,4.33
1040,06/13/14 05:09:00,1,,0.000,-0.199,4.33
1041,06/13/14 05:10:00,1,,0.000,-0.199,4.33
1042,06/13/14 05:11:00,1,,0.000,-0.199,4.33
1043,06/13/14 05:12:00,1,,0.000,-0.199,4.34
1044,06/13/14 05:13:00,1,,0.000,-0.199,4.34
1045,06/13/14 05:14:00,1,,0.000,-0.199,4.25
1046,06/13/14 05:15:00,1,,0.000,-0.199,4.32
1047,06/13/14 05:16:00,1,,0.000,-0.199,4.32
1048,06/13/14 05:17:00,1,,0.000,-0.199,4.32
1049,06/13/14 05:18:00,1,,0.000,-0.199,4.33
1050,06/13/14 05:19:00,1,,0.000,-0.199,4.33
1051,06/13/14 05:20:00,1,,0.000,-0.199,4.33
1052,06/13/14 05:21:00,1,,0.000,-0.199,4.33
1053,06/13/14 05:22:00,2,,0.000,-0.199,4.33
1054,06/13/14 05:23:00,2,,0.000,-0.199,4.34
1055,06/13/14 05:24:00,2,,0.000,-0.199,4.25
1056,06/13/14 05:25:00,2,,0.000,-0.199,4.30
1057,06/13/14 05:26:00,2,,0.000,-0.199,4.32
1058,06/13/14 05:27:00,2,,0.000,-0.199,4.32
1059,06/13/14 05:28:00,2,,0.000,-0.199,4.32
1060,06/13/14 05:29:00,3,,0.000,-0.199,4.33
1061,06/13/14 05:30:00,3,,0.000,-0.199,4.33
1062,06/13/14 05:31:00,3,,0.000,-0.199,4.33
1063,06/13/14 05:32:00,3,,0.000,-0.199,4.33
1064,06/13/14 05:33:00,4,,0.000,-0.199,4.33
1065,06/13/14 05:34:00,4,,0.000,-0.199,4.34
1066,06/13/14 05:35:00,4,,0.000,-0.199,4.34
1067,06/13/14 05:36:00,4,,0.000,-0.199,4.31
1068,06/13/14 05:37:00,6,,0.000,-0.199,4.32
1069,06/13/14 05:38:00,6,,0.000,-0.199,4.32
1070,06/13/14 05:39:00,6,,0.000,-0.199,4.32
1071,06/13/14 05:40:00,6,,0.000,-0.199,4.33
1072,06/13/14 05:41:00,7,,0.000,-0.199,4.33
1073,06/13/14 05:42:00,8,,0.000,-0.199,4.33
1074,06/13/14 05:43:00,8,,0.000,-0.199,4.33
1075,06/13/14 05:44:00,9,,0.000,-0.199,4.33
1076,06/13/14 05:45:00,9,,0.000,-0.199,4.34
1077,06/13/14 05:46:00,11,,0.000,-0.199,4.35
1078,06/13/14 05:47:00,12,,0.000,-0.199,4.32
1079,06/13/14 05:48:00,12,,0.000,-0.199,4.33
1080,06/13/14 05:49:00,12,,0.000,-0.199,4.34
1081,06/13/14 05:50:00,13,,0.000,-0.199,4.33
1082,06/13/14 05:51:00,13,,0.000,-0.199,4.33
1083,06/13/14 05:52:00,14,,0.000,-0.199,4.33
1084,06/13/14 05:53:00,16,,0.000,-0.199,4.34
1085,06/13/14 05:54:00,16,,0.000,-0.199,4.34
1086,06/13/14 05:55:00,17,,0.000,-0.199,4.34
1087,06/13/14 05:56:00,17,,0.000,-0.199,4.34
1088,06/13/14 05:57:00,18,,0.000,-0.199,4.34
1089,06/13/14 05:58:00,18,,0.000,-0.199,4.32
1090,06/13/14 05:59:00,19,,0.000,-0.199,4.32
1091,06/13/14 06:00:00,21,,0.000,-0.199,4.33
1092,06/13/14 06:01:00,21,,0.000,-0.199,4.33
1093,06/13/14 06:02:00,22,,0.000,-0.199,4.34
1094,06/13/14 06:03:00,22,,0.000,-0.199,4.34
1095,06/13/14 06:04:00,23,,0.000,-0.199,4.34
1096,06/13/14 06:05:00,23,,0.000,-0.199,4.34
1097,06/13/14 06:06:00,24,,0.000,-0.199,4.34
1098,06/13/14 06:07:00,24,,0.000,-0.199,4.35
1099,06/13/14 06:08:00,26,,0.000,-0.199,4.35
1100,06/13/14 06:09:00,27,,0.000,-0.199,4.32
1101,06/13/14 06:10:00,28,,0.000,-0.199,4.33
1102,06/13/14 06:11:00,29,,0.000,-0.199,4.34
1103,06/13/14 06:12:00,29,,0.000,-0.199,4.34
1104,06/13/14 06:13:00,31,,0.000,-0.199,4.34
1105,06/13/14 06:14:00,31,,0.000,-0.199,4.35
1106,06/13/14 06:15:00,32,,0.000,-0.199,4.35
1107,06/13/14 06:16:00,32,,0.000,-0.199,4.35
1108,06/13/14 06:17:00,32,,0.000,-0.199,4.35
1109,06/13/14 06:18:00,33,,0.000,-0.199,4.36
1110,06/13/14 06:19:00,33,,0.000,-0.199,4.36
1111,06/13/14 06:20:00,34,,0.000,-0.199,4.33
1112,06/13/14 06:21:00,34,,0.000,-0.199,4.34
1113,06/13/14 06:22:00,34,,0.000,-0.199,4.34
1114,06/13/14 06:23:00,36,,0.000,-0.199,4.35
1115,06/13/14 06:24:00,37,,0.000,-0.199,4.35
1116,06/13/14 06:25:00,37,,0.000,-0.199,4.35
1117,06/13/14 06:26:00,38,,0.000,-0.199,4.36
1118,06/13/14 06:27:00,38,,0.000,-0.199,4.36
1119,06/13/14 06:28:00,39,,0.000,-0.199,4.36
1120,06/13/14 06:29:00,41,,0.000,-0.199,4.37
1121,06/13/14 06:30:00,42,,0.000,-0.199,4.34
1122,06/13/14 06:31:00,54,,0.000,-0.199,4.35
1123,06/13/14 06:32:00,67,,0.000,-0.199,4.35
1124,06/13/14 06:33:00,73,,0.000,-0.199,4.36
1125,06/13/14 06:34:00,76,,0.000,-0.199,4.36
1126,06/13/14 06:35:00,78,,0.000,-0.199,4.36
1127,06/13/14 06:36:00,79,,0.000,-0.199,4.37
1128,06/13/14 06:37:00,81,,0.000,-0.199,4.38
1129,06/13/14 06:38:00,82,,0.000,-0.199,4.38
1130,06/13/14 06:39:00,84,,0.000,-0.199,4.39
1131,06/13/14 06:40:00,87,,0.000,-0.199,4.35
1132,06/13/14 06:41:00,91,,0.000,-0.199,4.36
1133,06/13/14 06:42:00,91,,0.000,-0.199,4.37
1134,06/13/14 06:43:00,92,,0.000,-0.199,4.38
1135,06/13/14 06:44:00,92,,0.000,-0.199,4.38
1136,06/13/14 06:45:00,94,,0.000,-0.199,4.39
1137,06/13/14 06:46:00,98,,0.000,-0.199,4.39
1138,06/13/14 06:47:00,99,,0.000,-0.199,4.39
1139,06/13/14 06:48:00,101,,0.000,-0.199,4.40
1140,06/13/14 06:49:00,103,,0.000,-0.199,4.40
1141,06/13/14 06:50:00,106,,0.000,-0.199,4.37
1142,06/13/14 06:51:00,107,,0.000,-0.199,4.39
1143,06/13/14 06:52:00,107,,0.000,-0.199,4.39
1144,06/13/14 06:53:00,112,,0.000,-0.199,4.40
1145,06/13/14 06:54:00,101,,0.000,-0.199,4.40
1146,06/13/14 06:55:00,122,,0.000,-0.199,4.41
1147,06/13/14 06:56:00,124,,0.000,-0.199,4.42
1148,06/13/14 06:57:00,129,,0.000,-0.199,4.42
1149,06/13/14 06:58:00,127,,0.000,-0.199,4.43
1150,06/13/14 06:59:00,126,,0.000,-0.199,4.44
1151,06/13/14 07:00:00,123,,0.000,-0.199,4.40
1152,06/13/14 07:01:00,124,,0.000,-0.199,4.42
1153,06/13/14 07:02:00,129,,0.000,-0.199,4.42
1154,06/13/14 07:03:00,132,,0.000,-0.199,4.43
1155,06/13/14 07:04:00,117,,0.000,-0.199,4.44
1156,06/13/14 07:05:00,132,,0.000,-0.199,4.44
1157,06/13/14 07:06:00,137,,0.000,-0.199,4.45
1158,06/13/14 07:07:00,138,,0.000,-0.199,4.45
1159,06/13/14 07:08:00,133,,0.000,-0.199,4.46
1160,06/13/14 07:09:00,144,,0.000,-0.199,4.46
1161,06/13/14 07:10:00,144,,0.000,-0.199,4.43
1162,06/13/14 07:11:00,147,,0.000,-0.199,4.44
1163,06/13/14 07:12:00,151,,0.000,-0.199,4.45
1164,06/13/14 07:13:00,149,,0.000,-0.199,4.46
1165,06/13/14 07:14:00,157,,0.000,-0.199,4.46
1166,06/13/14 07:15:00,157,,0.000,-0.199,4.47
1167,06/13/14 07:16:00,159,,0.000,-0.199,4.48
1168,06/13/14 07:17:00,163,,0.000,-0.199,4.48
1169,06/13/14 07:18:00,162,,0.000,-0.199,4.48
1170,06/13/14 07:19:00,166,,0.000,-0.199,4.49
1171,06/13/14 07:20:00,172,,0.000,-0.199,4.44
1172,06/13/14 07:21:00,174,,0.000,-0.199,4.47
1173,06/13/14 07:22:00,174,,0.000,-0.199,4.48
1174,06/13/14 07:23:00,174,,0.000,-0.199,4.48
1175,06/13/14 07:24:00,177,,0.000,-0.199,4.49
1176,06/13/14 07:25:00,181,,0.000,-0.199,4.50
1177,06/13/14 07:26:00,186,,0.000,-0.199,4.50
1178,06/13/14 07:27:00,188,,0.000,-0.199,4.50
1179,06/13/14 07:28:00,191,,0.000,-0.199,4.51
1180,06/13/14 07:29:00,192,,0.000,-0.199,4.51
1181,06/13/14 07:30:00,194,,0.000,-0.199,4.44
1182,06/13/14 07:31:00,197,,0.000,-0.199,4.48
1183,06/13/14 07:32:00,197,,0.000,-0.199,4.50
1184,06/13/14 07:33:00,199,,0.000,-0.199,4.50
1185,06/13/14 07:34:00,202,,0.000,-0.199,4.51
1186,06/13/14 07:35:00,206,,0.000,-0.199,4.51
1187,06/13/14 07:36:00,209,,0.000,-0.199,4.51
1188,06/13/14 07:37:00,213,,0.000,-0.199,4.51
1189,06/13/14 07:38:00,213,,0.000,-0.199,4.51
1190,06/13/14 07:39:00,212,,0.000,-0.199,4.51
1191,06/13/14 07:40:00,216,,0.000,-0.199,4.44
1192,06/13/14 07:41:00,218,,0.000,-0.199,4.48
1193,06/13/14 07:42:00,219,,0.000,-0.199,4.49
1194,06/13/14 07:43:00,221,,0.000,-0.199,4.50
1195,06/13/14 07:44:00,223,,0.000,-0.199,4.51
1196,06/13/14 07:45:00,227,,0.000,-0.199,4.51
1197,06/13/14 07:46:00,231,,0.000,-0.199,4.51
1198,06/13/14 07:47:00,233,,0.000,-0.199,4.51
1199,06/13/14 07:48:00,237,,0.000,-0.199,4.51
1200,06/13/14 07:49:00,238,,0.000,-0.199,4.51
1201,06/13/14 07:50:00,242,,0.000,-0.199,4.44
1202,06/13/14 07:51:00,243,,0.000,-0.199,4.48
1203,06/13/14 07:52:00,244,,0.000,-0.199,4.50
1204,06/13/14 07:53:00,246,,0.000,-0.199,4.50
1205,06/13/14 07:54:00,248,,0.000,-0.199,4.51
1206,06/13/14 07:55:00,249,,0.000,-0.199,4.51
1207,06/13/14 07:56:00,252,,0.000,-0.199,4.54
1208,06/13/14 07:57:00,251,,0.000,-0.199,4.53
1209,06/13/14 07:58:00,252,,0.000,-0.199,4.51
1210,06/13/14 07:59:00,257,,0.000,-0.199,4.51
1211,06/13/14 08:00:00,259,,0.000,-0.199,4.51
1212,06/13/14 08:01:00,266,,0.000,-0.199,4.51
1213,06/13/14 08:02:00,267,,0.000,-0.199,4.50
1214,06/13/14 08:03:00,268,,0.000,-0.199,4.50
1215,06/13/14 08:04:00,267,,0.000,-0.199,4.51
1216,06/13/14 08:05:00,269,,0.000,-0.199,4.51
1217,06/13/14 08:06:00,269,,0.000,-0.199,4.51
1218,06/13/14 08:07:00,272,,0.000,-0.199,4.51
1219,06/13/14 08:08:00,263,,0.000,-0.199,4.51
1220,06/13/14 08:09:00,274,,0.000,-0.199,4.51
1221,06/13/14 08:10:00,284,,0.000,-0.199,4.51
1222,06/13/14 08:11:00,289,,0.000,-0.199,4.51
1223,06/13/14 08:12:00,293,,0.000,-0.199,4.49
1224,06/13/14 08:13:00,297,,0.000,-0.199,4.50
1225,06/13/14 08:14:00,296,,0.000,-0.199,4.51
1226,06/13/14 08:15:00,302,,0.000,-0.199,4.51
1227,06/13/14 08:16:00,304,,0.000,-0.199,4.51
1228,06/13/14 08:17:00,307,,0.000,-0.199,4.51
1229,06/13/14 08:18:00,308,,0.000,-0.199,4.51
1230,06/13/14 08:19:00,309,,0.000,-0.199,4.51
1231,06/13/14 08:20:00,311,,0.000,-0.199,4.51
1232,06/13/14 08:21:00,311,,0.000,-0.199,4.51
1233,06/13/14 08:22:00,317,,0.000,-0.199,4.44
1234,06/13/14 08:23:00,322,,0.000,-0.199,4.50
1235,06/13/14 08:24:00,326,,0.000,-0.199,4.51
1236,06/13/14 08:25:00,329,,0.000,-0.199,4.51
1237,06/13/14 08:26:00,333,,0.000,-0.199,4.51
1238,06/13/14 08:27:00,334,,0.000,-0.199,4.51
1239,06/13/14 08:28:00,337,,0.000,-0.199,4.51
1240,06/13/14 08:29:00,338,,0.000,-0.199,4.51
1241,06/13/14 08:30:00,339,,0.000,-0.199,4.51
1242,06/13/14 08:31:00,342,,0.000,-0.199,4.51
1243,06/13/14 08:32:00,343,,0.000,-0.199,4.44
